location,price_per_month,bed num,bath num,sqft,url of rental info,latitude,longitude
"148 Sharrotts Rd,Staten Island,NY,10309",1300.0,1,1.0,2240.0,https://www.zillow.com/homedetails/148-Sharrotts-Rd-Staten-Island-NY-10309/32373681_zpid/,40.5370834,-74.22295369999999
"Woodstock Ave,Staten Island,NY,10301",1300.0,1,1.0,600.0,https://www.zillow.com/homedetails/Woodstock-Ave-Staten-Island-NY-10301/2090438777_zpid/,40.6321935,-74.0888001
"Benziger Ave,Staten Island,NY,10301",1300.0,1,1.0,600.0,https://www.zillow.com/homedetails/Benziger-Ave-Staten-Island-NY-10301/2085453216_zpid/,40.63971530000001,-74.08357269999999
"Bement Ave,Staten Island,NY,10310",1300.0,1,1.0,600.0,https://www.zillow.com/homedetails/Bement-Ave-Staten-Island-NY-10310/2085426362_zpid/,40.6313418,-74.11156559999999
"Shore Pkwy,Brooklyn,NY,11214",1300.0,1,1.0,600.0,https://www.zillow.com/homedetails/Shore-Pkwy-Brooklyn-NY-11214/2098947014_zpid/,40.5939656,-73.9973693
"2082 W 8th St,Brooklyn,NY,11223",1300.0,1,1.0,700.0,https://www.zillow.com/homedetails/2082-W-8th-St-Brooklyn-NY-11223/2104307256_zpid/,40.5964541,-73.9795824
"117 Ridgewood Ave # B,Staten Island,NY,10312",1300.0,1,1.0,700.0,https://www.zillow.com/homedetails/117-Ridgewood-Ave-B-Staten-Island-NY-10312/2085202839_zpid/,40.5498634,-74.1632873
"2121 Shore Pkwy,Brooklyn,NY,11214",1300.0,1,1.0,500.0,https://www.zillow.com/homedetails/2121-Shore-Pkwy-Brooklyn-NY-11214/62649032_zpid/,40.5855205,-73.98802979999999
"Excelsior Ave,Staten Island,NY,10309",1300.0,1,1.0,580.0,https://www.zillow.com/homedetails/Excelsior-Ave-Staten-Island-NY-10309/2098029532_zpid/,40.5208534,-74.2069209
"2181 Ryer Ave,Bronx,NY,10457",1315.0,1,1.0,580.0,https://www.zillow.com/homedetails/2181-Ryer-Ave-Bronx-NY-10457/29785840_zpid/,40.8548935,-73.9002497
"1575 Thieriot Ave # C,Bronx,NY,10460",1315.0,1,1.0,590.0,https://www.zillow.com/homedetails/1575-Thieriot-Ave-C-Bronx-NY-10460/2085035829_zpid/,40.8398645,-73.86625649999999
"2103 Ryer Ave # 5,Bronx,NY,10457",1315.0,1,1.0,500.0,https://www.zillow.com/homedetails/2103-Ryer-Ave-5-Bronx-NY-10457/2092099027_zpid/,40.8536597,-73.9008338
"2 E 167th St,Bronx,NY,10452",1325.0,1,1.0,500.0,https://www.zillow.com/homedetails/2-E-167th-St-Bronx-NY-10452/2103680057_zpid/,40.8359057,-73.92224399999999
"1269 Olmstead Ave,Bronx,NY,10462",1325.0,1,1.0,500.0,https://www.zillow.com/homedetails/1269-Olmstead-Ave-Bronx-NY-10462/2098010214_zpid/,40.8333643,-73.8547849
"2876 Jerome Ave APT 6B,Bronx,NY,10468",1325.0,1,1.0,500.0,https://www.zillow.com/homedetails/2876-Jerome-Ave-APT-6B-Bronx-NY-10468/2089526237_zpid/,40.87160009999999,-73.8918438
"194 Tompkins Ave,Staten Island,NY,10304",1325.0,1,1.0,500.0,https://www.zillow.com/homedetails/194-Tompkins-Ave-Staten-Island-NY-10304/2104736994_zpid/,40.6198736,-74.0769502
"2230 Ryer Ave # 1,Bronx,NY,10457",1325.0,1,1.0,500.0,https://www.zillow.com/homedetails/2230-Ryer-Ave-1-Bronx-NY-10457/2086013157_zpid/,40.8557637,-73.89949940000001
"Knox Pl,Bronx,NY,10467",1350.0,1,1.0,500.0,https://www.zillow.com/homedetails/Knox-Pl-Bronx-NY-10467/2104136937_zpid/,40.8820523,-73.88336679999999
"2909 Ocean Ave 1g FL 1,Brooklyn,NY,11235",1350.0,1,1.0,500.0,https://www.zillow.com/homedetails/2909-Ocean-Ave-1g-FL-1-Brooklyn-NY-11235/2086651671_zpid/,40.5903457,-73.9495027
"Neill Ave,Bronx,NY,10461",1350.0,1,1.0,1998.0,https://www.zillow.com/homedetails/Neill-Ave-Bronx-NY-10461/2085549200_zpid/,40.8534473,-73.85608580000002
"Frisby Ave,Bronx,NY,10461",1350.0,1,1.0,3075.0,https://www.zillow.com/homedetails/Frisby-Ave-Bronx-NY-10461/2085369632_zpid/,40.8401324,-73.8461159
"Rowland St,Bronx,NY,10461",1350.0,1,1.0,3075.0,https://www.zillow.com/homedetails/Rowland-St-Bronx-NY-10461/2104134223_zpid/,40.8389862,-73.8474445
"Frisby Ave,Bronx,NY,10461",1350.0,1,1.0,3075.0,https://www.zillow.com/homedetails/Frisby-Ave-Bronx-NY-10461/2085418064_zpid/,40.8401324,-73.8461159
"Oakley St,Bronx,NY,10469",1350.0,1,1.0,3075.0,https://www.zillow.com/homedetails/Oakley-St-Bronx-NY-10469/2085048823_zpid/,40.87976,-73.85044859999999
"Grand Concourse,Bronx,NY,10457",1350.0,1,1.0,450.0,https://www.zillow.com/homedetails/Grand-Concourse-Bronx-NY-10457/2091789726_zpid/,40.8484012,-73.9068597
"Grand Concourse,Bronx,NY,10457",1350.0,1,1.0,800.0,https://www.zillow.com/homedetails/Grand-Concourse-Bronx-NY-10457/2102521726_zpid/,40.8484012,-73.9068597
"Cromwell Ave,Bronx,NY,10452",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/Cromwell-Ave-Bronx-NY-10452/2091775451_zpid/,40.8381761,-73.9211952
"82nd Dr,Jamaica,NY,11435",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/82nd-Dr-Jamaica-NY-11435/2085038667_zpid/,40.713655,-73.8196712
"Carpenter Ave,Bronx,NY,10466",1350.0,1,1.0,800.0,https://www.zillow.com/homedetails/Carpenter-Ave-Bronx-NY-10466/2105364840_zpid/,40.8941144,-73.8603708
"117th St,College Pt,NY,11356",1350.0,1,1.0,800.0,https://www.zillow.com/homedetails/117th-St-College-Pt-NY-11356/2085184268_zpid/,40.7879866,-73.8505661
"Throggs Neck Expy,BRONX,NY,10465",1350.0,1,1.0,800.0,https://www.zillow.com/homedetails/Throggs-Neck-Expy-Bronx-NY-10465/2089297317_zpid/,40.8258705,-73.81608709999999
"Stadium Ave,Bronx,NY,10465",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/Stadium-Ave-Bronx-NY-10465/2085031715_zpid/,40.8415982,-73.8202542
"300 Buttrick Ave,Bronx,NY,10465",1350.0,1,1.0,1998.0,https://www.zillow.com/homedetails/300-Buttrick-Ave-Bronx-NY-10465/2085075229_zpid/,40.8160239,-73.8249581
"2713 Webb Ave,Bronx,NY,10468",1350.0,1,1.0,425.0,https://www.zillow.com/homedetails/2713-Webb-Ave-Bronx-NY-10468/2100268987_zpid/,40.8695855,-73.90230869999999
"3081 Decatur Ave APT 1C,Bronx,NY,10467",1350.0,1,1.0,425.0,https://www.zillow.com/homedetails/3081-Decatur-Ave-APT-1C-Bronx-NY-10467/2085443809_zpid/,40.8713922,-73.87874049999999
"Richardson Ave,Bronx,NY,10470",1350.0,1,1.0,650.0,https://www.zillow.com/homedetails/Richardson-Ave-Bronx-NY-10470/2085018944_zpid/,40.902486,-73.852504
"3534 Bronx Blvd APT 3I,Bronx,NY,10467",1350.0,1,1.0,650.0,https://www.zillow.com/homedetails/3534-Bronx-Blvd-APT-3I-Bronx-NY-10467/2118947436_zpid/,40.87869,-73.8684616
"2081 Grand Concourse # 1,Bronx,NY,10453",1350.0,1,1.0,650.0,https://www.zillow.com/homedetails/2081-Grand-Concourse-1-Bronx-NY-10453/2101446571_zpid/,40.8538073,-73.9030286
"50 Fort Charles Pl # 1,Bronx,NY,10463",1350.0,1,1.0,650.0,https://www.zillow.com/homedetails/50-Fort-Charles-Pl-1-Bronx-NY-10463/2085024212_zpid/,40.876242,-73.9094554
"Balcom Ave,Bronx,NY,10465",1350.0,1,1.0,1960.0,https://www.zillow.com/homedetails/Balcom-Ave-Bronx-NY-10465/2085292717_zpid/,40.818411,-73.82429359999999
"Metropolitan Ave,Bronx,NY,10462",1350.0,1,1.0,700.0,https://www.zillow.com/homedetails/Metropolitan-Ave-Bronx-NY-10462/2085065152_zpid/,40.8384045,-73.8591794
"1216 Grand Concourse,Bronx,NY,10456",1350.0,1,1.0,700.0,https://www.zillow.com/homedetails/1216-Grand-Concourse-Bronx-NY-10456/2085674313_zpid/,40.8346439,-73.9168815
"1392 Bergen Ave,Brooklyn,NY,11234",1350.0,1,1.0,700.0,https://www.zillow.com/homedetails/1392-Bergen-Ave-Brooklyn-NY-11234/2085035476_zpid/,40.6257759,-73.90983349999999
"148th Ave,Jamaica,NY,11422",1350.0,1,1.0,450.0,https://www.zillow.com/homedetails/148th-Ave-Jamaica-NY-11422/2085085552_zpid/,40.6552736,-73.7402073
"Crabtree Ave,Staten Island,NY,10309",1350.0,1,1.0,450.0,https://www.zillow.com/homedetails/Crabtree-Ave-Staten-Island-NY-10309/2085264662_zpid/,40.5418841,-74.2198935
"722 E 220th St APT 1F,Bronx,NY,10467",1350.0,1,1.0,2999.0,https://www.zillow.com/homedetails/722-E-220th-St-APT-1F-Bronx-NY-10467/2085119146_zpid/,40.883762,-73.86166
"Bergen Ave,Brooklyn,NY,11234",1350.0,1,1.0,2999.0,https://www.zillow.com/homedetails/Bergen-Ave-Brooklyn-NY-11234/2107535737_zpid/,40.62456299999999,-73.9067669
"E 29th St,Brooklyn,NY,11229",1350.0,1,1.0,900.0,https://www.zillow.com/homedetails/E-29th-St-Brooklyn-NY-11229/2085510155_zpid/,40.6010035,-73.9430184
"Bedford Ave,BROOKLYN,NY,11229",1350.0,1,1.0,1022.0,https://www.zillow.com/homedetails/Bedford-Ave-Brooklyn-NY-11229/2085416187_zpid/,40.5984043,-73.9463384
"Demopolis Ave,Staten Island,NY,10308",1350.0,1,1.0,1022.0,https://www.zillow.com/homedetails/Demopolis-Ave-Staten-Island-NY-10308/2096617777_zpid/,40.549191,-74.161168
"E 23rd St,Brooklyn,NY,11235",1350.0,1,1.0,1022.0,https://www.zillow.com/homedetails/E-23rd-St-Brooklyn-NY-11235/2085469498_zpid/,40.590951,-73.946862
"Eldert Ln,BROOKLYN,NY,11208",1350.0,1,1.0,1022.0,https://www.zillow.com/homedetails/Eldert-Ln-Brooklyn-NY-11208/2085485450_zpid/,40.6756912,-73.86435329999999
"Poillon Ave,Staten Island,NY,10312",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/Poillon-Ave-Staten-Island-NY-10312/2085245997_zpid/,40.5302454,-74.1764997
"W 11th St,BROOKLYN,NY,11223",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/W-11th-St-Brooklyn-NY-11223/2086361080_zpid/,40.60295319999999,-73.983525
"23 Latourette Ln # 1,Staten Island,NY,10314",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/23-Latourette-Ln-1-Staten-Island-NY-10314/2095716171_zpid/,40.5889604,-74.146106
"228 Suffolk Ave,Staten Island,NY,10314",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/228-Suffolk-Ave-Staten-Island-NY-10314/32292375_zpid/,40.599824,-74.1276433
"8814 Bay Pkwy,Brooklyn,NY,11214",1350.0,1,1.0,900.0,https://www.zillow.com/homedetails/8814-Bay-Pkwy-Brooklyn-NY-11214/30714360_zpid/,40.5977463,-73.9986587
"166 Vanderbilt Ave APT 1B,Staten Island,NY,10304",1350.0,1,1.0,1100.0,https://www.zillow.com/homedetails/166-Vanderbilt-Ave-APT-1B-Staten-Island-NY-10304/2107532356_zpid/,40.6197779,-74.077187
"9201 Kings Hwy APT 6F,Brooklyn,NY,11212",1350.0,1,1.0,1100.0,https://www.zillow.com/homedetails/9201-Kings-Hwy-APT-6F-Brooklyn-NY-11212/2103279426_zpid/,40.6570464,-73.9216991
"5733 Arverne Blvd,Far Rockaway,NY,11692",1350.0,2,1.0,1100.0,https://www.zillow.com/homedetails/5733-Arverne-Blvd-Far-Rockaway-NY-11692/63060053_zpid/,40.592636,-73.788331
"Cross Bronx Expy,Bronx,NY,10472",1350.0,1,1.0,2100.0,https://www.zillow.com/homedetails/Cross-Bronx-Expy-Bronx-NY-10472/2099937664_zpid/,40.8340827,-73.8635776
"16420 Highland Ave APT 7K,Jamaica,NY,11432",1350.0,1,1.0,115312.0,https://www.zillow.com/homedetails/16420-Highland-Ave-APT-7K-Jamaica-NY-11432/245426257_zpid/,40.710029,-73.79889299999999
"650 Ocean Ave APT 621,Brooklyn,NY,11226",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/650-Ocean-Ave-APT-621-Brooklyn-NY-11226/2085058942_zpid/,40.64668,-73.9605591
"2549 E 18th St # WALKIN,Brooklyn,NY,11235",1350.0,1,1.0,600.0,https://www.zillow.com/homedetails/2549-E-18th-St-WALKIN-Brooklyn-NY-11235/2085091475_zpid/,40.5892177,-73.9514465
"1325 82nd St # 1,Brooklyn,NY,11228",1350.0,1,1.0,500.0,https://www.zillow.com/homedetails/1325-82nd-St-1-Brooklyn-NY-11228/2085024604_zpid/,40.6160725,-74.01070949999999
"254 57th St APT 3,Brooklyn,NY,11220",1350.0,1,1.0,300.0,https://www.zillow.com/homedetails/254-57th-St-APT-3-Brooklyn-NY-11220/2086992207_zpid/,40.6442176,-74.0196955
"2682 West St # BHG,Brooklyn,NY,11223",1350.0,1,1.0,300.0,https://www.zillow.com/homedetails/2682-West-St-BHG-Brooklyn-NY-11223/2085402105_zpid/,40.5842626,-73.96961430000002
"Kings Hwy,Brooklyn,NY,11212",1350.0,1,1.0,450.0,https://www.zillow.com/homedetails/Kings-Hwy-Brooklyn-NY-11212/2103240681_zpid/,40.6570686,-73.9209537
"Victoria Rd,Staten Island,NY,10312",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Victoria-Rd-Staten-Island-NY-10312/2086433067_zpid/,40.5495212,-74.19502059999999
"Poillon Ave,Staten Island,NY,10312",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Poillon-Ave-Staten-Island-NY-10312/2085208359_zpid/,40.5302454,-74.1764997
"Poillon Ave,Staten Island,NY,10312",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Poillon-Ave-Staten-Island-NY-10312/2085208324_zpid/,40.5302454,-74.1764997
"86th St,Brooklyn,NY,11214",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/86th-St-Brooklyn-NY-11214/2085264030_zpid/,40.605491,-73.99971649999999
"Davidson Ave,Bronx,NY,10468",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Davidson-Ave-Bronx-NY-10468/2094915022_zpid/,40.86193069999999,-73.9029111
"Grand Concourse,Bronx,NY,10458",1350.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Grand-Concourse-Bronx-NY-10458/2104866668_zpid/,40.867831,-73.8928083
"Ocean Ave,BROOKLYN,NY,11229",1374.0,1,1.0,2356.0,https://www.zillow.com/homedetails/Ocean-Ave-Brooklyn-NY-11229/2085479203_zpid/,40.598801,-73.9513099
"Brighton 13th St,Brooklyn,NY,11235",1375.0,1,1.0,500.0,https://www.zillow.com/homedetails/Brighton-13th-St-Brooklyn-NY-11235/2099062319_zpid/,40.5795424,-73.9558435
"657 Leverett Ave,Staten Island,NY,10312",1375.0,1,1.0,500.0,https://www.zillow.com/homedetails/657-Leverett-Ave-Staten-Island-NY-10312/2091864875_zpid/,40.5550523,-74.16896059999999
"Fresh Meadow Ln,Fresh Meadows,NY,11365",1375.0,1,1.0,3000.0,https://www.zillow.com/homedetails/Fresh-Meadow-Ln-Fresh-Meadows-NY-11365/2085059815_zpid/,40.7420592,-73.7967716
"1415 71st St,Brooklyn,NY,11228",1375.0,1,1.0,3000.0,https://www.zillow.com/homedetails/1415-71st-St-Brooklyn-NY-11228/30703247_zpid/,40.6211192,-74.002297
"Leverett Ave,Staten Island,NY,10312",1375.0,1,1.0,700.0,https://www.zillow.com/homedetails/Leverett-Ave-Staten-Island-NY-10312/2088278488_zpid/,40.5558371,-74.1610444
"Grand Concourse,Bronx,NY,10468",1375.0,1,1.0,700.0,https://www.zillow.com/homedetails/Grand-Concourse-Bronx-NY-10468/2092465076_zpid/,40.867831,-73.8928083
"11th Ave,BROOKLYN,NY,11228",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/11th-Ave-Brooklyn-NY-11228/2086309418_zpid/,40.6246877,-74.0100436
"1335 E 12th St APT E1,Brooklyn,NY,11230",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/1335-E-12th-St-APT-E1-Brooklyn-NY-11230/2085427459_zpid/,40.616751,-73.96236499999999
"2120 Crotona Ave APT 27,Bronx,NY,10457",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/2120-Crotona-Ave-APT-27-Bronx-NY-10457/2094895407_zpid/,40.8486977,-73.8880222
"Merriam Ave,Bronx,NY,10452",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/Merriam-Ave-Bronx-NY-10452/2086800737_zpid/,40.8416535,-73.9255775
"199th St,Fresh Meadows,NY,11366",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/199th-St-Fresh-Meadows-NY-11366/2085057601_zpid/,40.7338895,-73.7725782
"Bronx Blvd,Bronx,NY,10467",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/Bronx-Blvd-Bronx-NY-10467/2085138062_zpid/,40.8842921,-73.8660462
"Davidson Ave,Bronx,NY,10468",1375.0,1,1.0,560.0,https://www.zillow.com/homedetails/Davidson-Ave-Bronx-NY-10468/2097616804_zpid/,40.86193069999999,-73.9029111
"5545 98th Pl,Corona,NY,11368",1395.0,1,1.0,750.0,https://www.zillow.com/homedetails/5545-98th-Pl-Corona-NY-11368/2085030118_zpid/,40.74421510000001,-73.864025
"Erika Loop,STATEN ISLAND,NY,10312",1395.0,1,1.0,750.0,https://www.zillow.com/homedetails/Erika-Loop-Staten-Island-NY-10312/2085939139_zpid/,40.5571939,-74.182005
"Erika Loop,Staten Island,NY,10312",1395.0,1,1.0,750.0,https://www.zillow.com/homedetails/Erika-Loop-Staten-Island-NY-10312/2085483982_zpid/,40.5571939,-74.182005
"142 Beach 96th St APT 1G,Rockaway Beach,NY,11693",1395.0,1,1.0,550.0,https://www.zillow.com/homedetails/142-Beach-96th-St-APT-1G-Rockaway-Beach-NY-11693/2086065057_zpid/,40.58399,-73.81693899999999
"667 E 187th St APT 8,Bronx,NY,10458",1395.0,1,1.0,1200.0,https://www.zillow.com/homedetails/667-E-187th-St-APT-8-Bronx-NY-10458/2085858714_zpid/,40.8547441,-73.88549739999999
"Webster Ave,BRONX,NY,10470",1395.0,1,1.0,1200.0,https://www.zillow.com/homedetails/Webster-Ave-Bronx-NY-10470/2088757237_zpid/,40.8899674,-73.8664067
"2989 Marion Ave # 1,Bronx,NY,10458",1395.0,1,1.0,1102.0,https://www.zillow.com/homedetails/2989-Marion-Ave-1-Bronx-NY-10458/2094267603_zpid/,40.869924,-73.883189
"E 34th St,Brooklyn,NY,11234",1400.0,1,1.0,1102.0,https://www.zillow.com/homedetails/E-34th-St-Brooklyn-NY-11234/2085844822_zpid/,40.622411,-73.942189
"W 9th St,Brooklyn,NY,11223",1400.0,1,1.0,1102.0,https://www.zillow.com/homedetails/W-9th-St-Brooklyn-NY-11223/2092205881_zpid/,40.605615,-73.98214399999999
"1222 Bergen Ave FL 1ST,Brooklyn,NY,11234",1400.0,1,1.0,1102.0,https://www.zillow.com/homedetails/1222-Bergen-Ave-FL-1ST-Brooklyn-NY-11234/2085359354_zpid/,40.62713160000001,-73.9130071
"353 Autumn Ave,Brooklyn,NY,11208",1400.0,1,1.0,1102.0,https://www.zillow.com/homedetails/353-Autumn-Ave-Brooklyn-NY-11208/30644059_zpid/,40.6813887,-73.8693693
"34 Ramblewood Ave # 1,Staten Island,NY,10308",1400.0,1,1.0,576.0,https://www.zillow.com/homedetails/34-Ramblewood-Ave-1-Staten-Island-NY-10308/2091630905_zpid/,40.5433125,-74.15311539999999
"27 Franklin Ln # A,Staten Island,NY,10306",1400.0,1,1.0,576.0,https://www.zillow.com/homedetails/27-Franklin-Ln-A-Staten-Island-NY-10306/32339982_zpid/,40.570205,-74.15029799999999
"6503 20th Ave,Brooklyn,NY,11204",1400.0,1,1.0,900.0,https://www.zillow.com/homedetails/6503-20th-Ave-Brooklyn-NY-11204/30682060_zpid/,40.6162328,-73.9858381
"9 Cebra Ave FL 2ND,Staten Island,NY,10301",1400.0,1,1.0,600.0,https://www.zillow.com/homedetails/9-Cebra-Ave-FL-2ND-Staten-Island-NY-10301/2085354784_zpid/,40.6343054,-74.0860387
"Lincoln Ave,Staten Island,NY,10306",1400.0,1,1.0,600.0,https://www.zillow.com/homedetails/Lincoln-Ave-Staten-Island-NY-10306/2085040851_zpid/,40.5756061,-74.1014818
"Beach 120th St,Rockaway Park,NY,11694",1400.0,1,1.0,600.0,https://www.zillow.com/homedetails/Beach-120th-St-Rockaway-Park-NY-11694/2100219651_zpid/,40.578792,-73.84062469999999
"174 Exeter St # 2ND,Staten Island,NY,10308",1400.0,1,1.0,600.0,https://www.zillow.com/homedetails/174-Exeter-St-2ND-Staten-Island-NY-10308/2098148569_zpid/,40.5563559,-74.1484787
"68th St,Brooklyn,NY,11219",1400.0,1,1.0,600.0,https://www.zillow.com/homedetails/68th-St-Brooklyn-NY-11219/2086423616_zpid/,40.6241198,-74.003457
"314 Bay Ridge Ave # 2,Brooklyn,NY,11220",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/314-Bay-Ridge-Ave-2-Brooklyn-NY-11220/2098724499_zpid/,40.6354304,-74.0255827
"136 Laredo Ave,Staten Island,NY,10312",1400.0,1,1.0,2220.0,https://www.zillow.com/homedetails/136-Laredo-Ave-Staten-Island-NY-10312/32356993_zpid/,40.54906889999999,-74.1722774
"192 Gervil St,Staten Island,NY,10309",1400.0,1,1.0,2496.0,https://www.zillow.com/homedetails/192-Gervil-St-Staten-Island-NY-10309/32371407_zpid/,40.545597,-74.211827
"94 Stroud Ave # 1F,Staten Island,NY,10312",1400.0,1,1.0,750.0,https://www.zillow.com/homedetails/94-Stroud-Ave-1F-Staten-Island-NY-10312/2087080808_zpid/,40.553487,-74.17172699999999
"Rutland Rd,Brooklyn,NY,11212",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/Rutland-Rd-Brooklyn-NY-11212/2085443993_zpid/,40.6619049,-73.927566
"4 Depew Pl # 1,Staten Island,NY,10309",1400.0,1,1.0,650.0,https://www.zillow.com/homedetails/4-Depew-Pl-1-Staten-Island-NY-10309/2086099850_zpid/,40.5284668,-74.21066429999999
"Benziger Ave,Staten Island,NY,10301",1400.0,1,1.0,650.0,https://www.zillow.com/homedetails/Benziger-Ave-Staten-Island-NY-10301/2085147931_zpid/,40.63971530000001,-74.08357269999999
"Bay 35th St,Brooklyn,NY,11214",1400.0,1,1.0,2290.0,https://www.zillow.com/homedetails/Bay-35th-St-Brooklyn-NY-11214/2085783055_zpid/,40.598004,-73.991906
"Crispi Ln,STATEN ISLAND,NY,10308",1400.0,1,1.0,2290.0,https://www.zillow.com/homedetails/Crispi-Ln-Staten-Island-NY-10308/2087789305_zpid/,40.5407576,-74.14545000000001
"8610 25th Ave APT 2F,Brooklyn,NY,11214",1400.0,1,1.0,630.0,https://www.zillow.com/homedetails/8610-25th-Ave-APT-2F-Brooklyn-NY-11214/2086452629_zpid/,40.5977615,-73.98770900000001
"68th St,Brooklyn,NY,11219",1400.0,1,1.0,630.0,https://www.zillow.com/homedetails/68th-St-Brooklyn-NY-11219/2085269477_zpid/,40.6241198,-74.003457
"78th St,Howard Beach,NY,11414",1400.0,1,1.0,630.0,https://www.zillow.com/homedetails/78th-St-Howard-Beach-NY-11414/2085130402_zpid/,40.6616581,-73.8551241
"E 28th St,Brooklyn,NY,11229",1400.0,2,1.0,630.0,https://www.zillow.com/homedetails/E-28th-St-Brooklyn-NY-11229/2103740759_zpid/,40.609643,-73.94559799999999
"Wiman Ave,Staten Island,NY,10308",1400.0,1,1.0,10000000.0,https://www.zillow.com/homedetails/Wiman-Ave-Staten-Island-NY-10308/2085370599_zpid/,40.54045929999999,-74.1466336
"Avenue J,Brooklyn,NY,11234",1400.0,1,1.0,10000000.0,https://www.zillow.com/homedetails/Avenue-J-Brooklyn-NY-11234/2092185463_zpid/,40.6278877,-73.93249399999999
"Valentine Ave,Bronx,NY,10458",1400.0,1,1.0,800.0,https://www.zillow.com/homedetails/Valentine-Ave-Bronx-NY-10458/2105906472_zpid/,40.8639038,-73.8946639
"916 Faile St,Bronx,NY,10474",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/916-Faile-St-Bronx-NY-10474/2094868756_zpid/,40.82039229999999,-73.8877093
"68th St,Glendale,NY,11385",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/68th-St-Glendale-NY-11385/2085044407_zpid/,40.703586,-73.885457
"Lamoka Ave,Staten Island,NY,10312",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/Lamoka-Ave-Staten-Island-NY-10312/2116350048_zpid/,40.5492608,-74.16073
"53 Marne Ave,Staten Island,NY,10312",1400.0,1,1.0,500.0,https://www.zillow.com/homedetails/53-Marne-Ave-Staten-Island-NY-10312/32357284_zpid/,40.555116,-74.17500299999999
"Beach 120th St,Rockaway Park,NY,11694",1400.0,1,1.0,550.0,https://www.zillow.com/homedetails/Beach-120th-St-Rockaway-Park-NY-11694/2085018858_zpid/,40.578792,-73.84062469999999
"2430 E 23rd St APT 2F,Brooklyn,NY,11235",1400.0,1,1.0,550.0,https://www.zillow.com/homedetails/2430-E-23rd-St-APT-2F-Brooklyn-NY-11235/2085265254_zpid/,40.59229699999999,-73.9473825
"85th Ave,Woodhaven,NY,11421",1400.0,1,1.0,550.0,https://www.zillow.com/homedetails/85th-Ave-Woodhaven-NY-11421/2085157975_zpid/,40.6967931,-73.8530143
"7th Ave,Brooklyn,NY,11228",1400.0,1,1.0,550.0,https://www.zillow.com/homedetails/7th-Ave-Brooklyn-NY-11228/2086332839_zpid/,40.6214468,-74.0200085
"2258 43rd St # LL,Astoria,NY,11105",1400.0,1,1.0,400.0,https://www.zillow.com/homedetails/2258-43rd-St-LL-Astoria-NY-11105/2085024277_zpid/,40.770238,-73.905657
"1922 85th St APT B1,Brooklyn,NY,11214",1400.0,1,1.0,1700.0,https://www.zillow.com/homedetails/1922-85th-St-APT-B1-Brooklyn-NY-11214/2095455499_zpid/,40.6060315,-73.9993703
"Exeter St,Staten Island,NY,10308",1400.0,1,1.0,1700.0,https://www.zillow.com/homedetails/Exeter-St-Staten-Island-NY-10308/2085307936_zpid/,40.55547199999999,-74.1474866
"Vineland Ave,Staten Island,NY,10312",1400.0,2,1.0,1700.0,https://www.zillow.com/homedetails/Vineland-Ave-Staten-Island-NY-10312/2085082066_zpid/,40.5469328,-74.1879275
"42nd St,Brooklyn,NY,11219",1400.0,1,1.0,586.0,https://www.zillow.com/homedetails/42nd-St-Brooklyn-NY-11219/2100914304_zpid/,40.640273,-73.99023869999999
"Skyline Dr,Staten Island,NY,10304",1400.0,1,1.0,586.0,https://www.zillow.com/homedetails/Skyline-Dr-Staten-Island-NY-10304/2085014318_zpid/,40.6148089,-74.0799652
"20th Ave,Brooklyn,NY,11204",1400.0,1,1.0,586.0,https://www.zillow.com/homedetails/20th-Ave-Brooklyn-NY-11204/2085492719_zpid/,40.616522,-73.98586
"1797 Lexington Ave APT 5C,New York,NY,10029",1400.0,1,1.0,586.0,https://www.zillow.com/homedetails/1797-Lexington-Ave-APT-5C-New-York-NY-10029/2100259539_zpid/,40.7957477,-73.9434447
"8201 4th Ave APT 5A,Brooklyn,NY,11209",1400.0,1,1.0,586.0,https://www.zillow.com/homedetails/8201-4th-Ave-APT-5A-Brooklyn-NY-11209/2105399179_zpid/,40.6253535,-74.02694009999999
